listing,vendor,original_category,type of product,drug detail,escrow,vendor rating,vendor membership,origin,destination,price_in_usd,quantity,description
We also have the following meds below available in stock now for auction; Pain/ Anxiety Pills Seconal Nembutal (Powder,Pills and Liquid form) Oxycotin / Oxycodone 10,20 a,40 and 80 mg Actavis Promethazine Codeine Purple Cough Syrup (16oz and 320z) Hydrocodone 10500, 10325 ,7.5750 mg Valium 10,15 and 20 mg Xanax 1 and 2 mg Dilaudid 2,4 and 8 mg Ritalin 5,10, 20 mg Percocet 7.5mg,5mg and 10mg Opana 20mg and 40mg Lorcet - (Hydrocodone Bitartrate/Acetaminophen) 10 mg/650 mg Midazolam 3mg Motrin 400mg and 600mg Norco - ( Hydrocodone Bitartrate/Acetaminophen ) 5 mg/325 mg Soma 350mg Tramadol (Ultram) 50mg Valium 2mg,5mg and 10mg Valium Roche Brand 10mg Voltaren 50mg and 100mg Adderall,Anaprox,Ansaid,Acephen Bupren , ex,Butrans Percocet,Phrenilin,Percodan Soma, , Subutex Cataflam,Celebrex Flexeril, Fentora .., Demerol,Daypro,Dilaudid Endocet Lorcet, L, ortab Ibudone Methadone,Morphine adderall 30mg adderall 20mg adderall 10mg oxycodone 30mg oxycodone 80mg Naprosyn , ,Norco Oxycontin, Opana Ritalin, RoxicodoneÂ Ultram Vicodin,Voltaren,Vicoprofen Cocaine, MDMA, 4-Methylaminorex, 4-MMC, MDPV, LSD, DMT, 5-MeOês PCP, Ketamine DXM powder, Dexedrine, Adderall, Nubain nalbuphine 20mg/ml, Onax, Lorazepam, Diazepam, Clonazepam, Alprazolam, Norco, Hydrocoden, Percocet, Xanax, Ritalin, Vicodin, Opana ER, Dilaudid, Buprenorphine, MS Contin, Morphine Vial, Hydromorphone Vials, Hydromprhone Pills, Oxymorphone ER, Oxymorphone IR pills, Roxy 30mg, Fentanyl, Fent Patches Gel, Fent pops Atiq 1200mcg, Fentora, 300ug Top quality bud,marijuana,weed,trees,
"

HALF POUND DANKVAPE CARTS,oglock,weed,cartridge,cannabis,ESCROW,1, 2019-09-10,US,worldwide,750,HP,"FOR FASTER AND EASY COMMUNICATION, CONTACT US THROUGH –WICKR ME”.

WICKR ID ::: oglock40

AVAILABLE STRAINS IN STOCKÄ Afghani, Afgoo, Berry White, Blueberry, Bay 11, Chocolope, Cinex, Dirty Girl, Durban Poison, Ghost Train Haze, Grapefruit, Green Crack, Harlequin, Island Sweet Skunk, Jack Herer, Kali Mist, Lambês Bread, Laughing Buddha, Maui Wowie, Panama Red, Purple Haze, Red Headed Stranger, Schrom, Sour Diesel, Strawberry Cough, Super Lemon Haze, Super Silver Haze, Tangie, Bubba Kush, Pineapple Chunk, Pineapple Express, Pink Kush, Raskal OG, SAGE, SFV OG, Shiatsu Kush, Skunk No. 1, Snoopês Dream, Snowcap, Sour OG, Sour Tsunami, Space Queen, Sunset Sherbet, Tahoe OG, Granddaddy Purple, Grape Ape, Herijuana, Hindu Kush, Ingrid, Kosher Kush, Lavender, Master Kush, Northern Lights, Obama Kush, Pez, Plushberry, Presidential OG, Purple Urkle, Willyês Wonder, ACDC, Zkittlez, and many moreÄÄÄ

FOR FASTER AND EASY COMMUNICATION, CONTACT US THROUGH –WICKR ME”.

WICKR ID ::: oglock40
"

VARIETY PACK - 5 X 2.5ml Cannabis Vape Oil | 50% THC,aKINDercare,concentrate,eliquid,cannabis,ESCROW,1, 2019-04-28,US,US,100,set,"Currently Available Strains:

OBAMA KUSH (indica) KING LOUIS XIII (indica) BLUE CHEESE (hybrid) JACK HERER (sativa) LEMON DIESEL (hybrid) TRAINWRECK (indica)

Slow brewed. Our products are prepared in small batches with great love and care using A grade, high-quality Cannabis concentrate (shatter/wax) and our own custom blend of e-liquid.

Brewed on extremely low heat over the course of days and filtered over and over and over again, we challenge you to find a cleaner more effective cannabis cloud on the market as affordable as ours.

We go to great lengths to ensure the plants original terpene profiles are preserved during the brew process.

Item is heat activated having been thoroughly decarboxylated (twice)

DISCLAIMER: No Vitamin E Oil (acetate) or similarly oil thickners are used in the production of our cannabis vaporizer juice.

Our cannabis vaporizer oils are intended for use with standard e-liquid vaporizer pens, tanks and devices.

For an optimum experience and flavor, oil is best heated using 4.2 volt(s) battery or device.
Package includes dropper top for easy transfer and refills of your 510 thread cartridges, tanks and pens.

Take care of each other, KINDercare
"

10ml ** SOUR DIESEL ** Vape THC Eliquid,GreenConnection,concentrate,eliquid,cannabis,ESCROW,1, 2019-06-25,spain,worldwide,69.16,10ml,"Eliquid for cigarette electronics make with SOUR DIESEL strain.

Make with rosin. Potent and amazing flavor.

Each 5ml contained 0.5g of Sour Diesel ROSIN/WAX

CARTS NOT INCLUDED. SHIPPED ON A LITTLE BOTTLE FOR REFILL YOUR CARTS.
"

***25 CARTS*** TKO FULL GRAM THC VAPE CARTS ***PROMO***,westcoastplug,concentrate,cartridge,cannabis,ESCROW,0.925, 2019-08-21,US,US,345,per pack,"25 Units Authentic TKO ESTRACTS Brand. Full Gram Variety of Flavors.

PREMIUM THC DISTILLATE NO ADDITIVES, NO HONEY CUT, NO PESTICIDES.

TKO Products is one of the oldest and most recognized cannabis brands in California. Their vision is to use our passion for quality, potency and flavor to deliver the very best edibles, concentrates, vaporizers and cannabis-infused products on the market.
"

DANK*THC*VAPES*USA*IMPORT!,KingsGarden,concentrate,cartridge,cannabis,ESCROW BULK DISCOUNTS,1, 2019-05-26,UK,worldwide,38.87,1.1g,"THESE VAPE CARTRIDGES WILL BLOW YOUR MIND ! 91%-93% THC LEVELS !! HURRY WHILE STOCKS LAST !

FOLLOWING FLAVORS IN STOCK : GELATO PURPLE PUNCH CHEM DOG LEMON HEAD STRAWBERRY SHORTCAKE DURBAN POIN DIAMOND OG MOJITO FRUITY PEBBLES PINEAPPLE EXPRESS *ACE OF SPADES

HIGH QUALITY AND POTENCY ! SOLVENT FREE !

FREE POST AND PACKAGING FOR UK ORDERS !!!
"

30ml Zombie Pop Synthetic Vape eJuice,SafeStash,concentrate,eliquid,synthetic cannabinoids,ESCROW,1, 2019-04-20,australia,australia,86.35,per unit,"Our juice is the real deal. 100% synthetic and guaranteed to get you high.

Itês strong ã so proceed with caution. First time users should have one small puff only and wait at least 10 minutes to feel the effects and gauge strength before consuming more.

Does not contain THC and will not show up on a roadside RDT drug test. That does not mean there are no tests for synthetic cannabis, there are. However you will not test positive if tested for THC.

Zombie Pop contains no nicotine or flavoring ã we recommend you flavor it with your preferred juice. Nicotine, well thatês up to you.

SAFETY FIRST

Different people experience different effects.

Do not drive or operate heavy machinery within 2 hours of consuming the juice.

Do not use to excess.

Must not be used by pregnant or breastfeeding women.

Should not be mixed with drugs or medicines, especially blood pressure lowering medicines.

Frequent or daily use is not recommended.

Keep out of reach of children.

Do not swallow or get in eyes.

Seek immediate medical attention if experiencing serious adverse effects.

VAPE SETTINGS

When vaping Zombie Pop it is recommended you set your vaporizer to around 65W for the optimal vaping experience, but if you are only getting a mild effect, try experiment with different settings as each vaporizer is different.

CONCENTRATE

We recommend diluting Zombie Pop with either VG or PG. For those unfamiliar with VG and PG, these two products are found in just about all eliquids and in the case of Zombie Pop work to suspend synthetic cannabis until heat is applied which converts the synthetic cannabiods to its psychedelic form which is what gets you high. VG produces the billowing clouds of vapor often associated with vaping and has a sweeter taste, while PG produces much less smoke and has a throat hit that is often preferred by smokers. Many users prefer to dilute with a combination of both PG and VG.

STEALTH

We use various methods to avoid detection and your order of Zombie Pop will most likely be unlabeled. The images above are for illustrative purpose.

ORDERING ESCROW

Kindly finalize your order to release the funds when they are held in escrow.
"

"500 x New Disposable Vape Pens, 0.25mg Distillate, No battery",THETHCDOCTOR,concentrate,vape pen,cannabis,ESCROW,1, 2019-06-16,UK,worldwide,6220,500 pen,"BRAND NEW

New to the market are these Cookies, 0.25mg THC Distillate vape pens. A disposable vape pen filled with the best Delta 9 95% THC and .084% CBD oil that goes into all The THC Doctors vape products and edibles.

We source our RAW product from a licensed lab in California, who work closely with independent, artisan growers. We add NO MCT oil, Vitamin E or pesticides or any other substances to our THC apart from 12% plant derived organic terpenes. This is a natural plant based substance that will give each THC pen its flavor and smell

So that is a 88% THC to 12% Organic Terpense mix, that is it!! Our pens are 100% SAFE!

We import the best Delta 9 THC Distillate that we have had the pleasure to come across, but we package in the U.K. to avoid importing large containers full of pre-packaged product, as well as shipping costs and imports duties.

The Delta 9 Distillate that we are fortunate enough to have access to is the best of the best and pesticide free. Please check out our ratings and feedback across the markets.

Terpenes are the naturally occurring chemicals that give plants their flavors and fragrance. They are what make an apple taste like an apple and make a pine tree smell like pine. A world without terpenes would be extremely bland and boring!

Here at THC HQ we supply specially designed terpenes straight from California and made from pure, natural plant extracts. By adding them to a base cannabis concentrate, you can experience the effects of a totally different strain. A terpenes liquid can change the amount of THC that is admitted into the brain intensifying your high. All our terpenes are: All Plant Derived, No Glycol, No PEG, No Glycerin.

No battery or charging needed!

MIX N MATCH FLAVOURS 500 PENS PER ORDER Minimum 25 pens per flavour per order

All Flavours are a mix of our THC Doctor Distillate and our Terpenes, specially designed straight from California and made from pure natural plant extracts.

Now Available in 16 different flavours

Do Is Dos, Skywalker OG, Grandaddy Purple, Jack Herer, White Widow, Strawberry Cough, Grape Ape, Wedding Cake, Blue Dream, Blueberry Kush, Zkittlez Terps, Pineapple Express, Girl Scout Cookies, Sour Diesel, Super Lemon Haze, Gelato Terps.

PLEASE NOTE THERE IS A FLAVOUR PER PEN MINIMUM FOR THIS ORDER
"

The_Shaman THC Vape Liquid Hybrid Blend 10ml,TheShaman,concentrate,eliquid,cannabis,ESCROW BULK DISCOUNTS,0, 2019-10-30,australia,australia,55.26,10ml,"Our Hyrbid blendÄ The finest products selected for a balance of the cerebral effects of sativa with the physical relaxation of indica. It is a concentrate, so be sure to dilute it friends. Our products are sourced from the top manufacturers around the world. remember the ratio 10ml is equal to 1000 puffs!! thats a lot of high right there!

SHIPPING:

All orders are same day shipping.

Delivery cut off time is Monday - Friday 4PM AEST.

Express Post: average delivery time: 1-2 working days

STEALTH: All current standard effective methods are employed with us.

ADDRESS SETTING: - Double check your address is correct and in standard postage format, e.g. - All orders are processed and packaged at 1:30PM daily. If you place an order after 1:30pm it will be shipped the following business day.

Elon Musk 123 fake Street (suburb) (State) (post code)

FEEDBACK: Your feedback is appreciated as it grows our customer based and preserves the integrity of our product. If you feel as though our product or service is not up to standard please do not hesitate to contact us and we will try and fix your issues.
#

Be smart, be safe

Peace
"

"10,000mg/25ml MOBY DICK eLiquid - THC Vape Cart Refill",teamextract,concentrate,cartridge,cannabis,ESCROW BULK DISCOUNTS,1, 2019-04-27,europe,selected,468.53,25ml,"1 Piece = 10,000mg / 25ml Liquid Volume [Extra Strength]

-

A++ Indoor buds. Extracted using the highest grade butane.

Flavour: B

Effect: A+++

-

? Dark with Deep Ambar Color (Photo)

? Smooth & Light Smell/Taste. *** The device you use dictates what flavor you get from our liquids, lower temperature/power and a reliable chamber and it tastes incredible.

? Light Creamy/Weedy Smooth Flavour

? Strong Hypnotic Mind + Body Effect, Sativa Dominant

? Glassy Shatter Consistency Resin Used

-

Moby Dick and Anmesia Cookies are our budget eLiquid products.

-

-> Which Strength Should I Get?

??? EXTRA STRONG: 1,000mg/3ml - Recommended for experienced smokers|vapers with a high tolerance and a good vapor device

?? REGULAR: 1,000mg/5ml - Regular strength for a •normalê effect, like when smoking a spliff

? LIGHT: 1,000mg/10ml - For those looking to be able to vape when at work, studying, being more productive & creative

NOTE: Delivered in secure refill bottles to guarantee no leaks! Add to your eCig Chamber or Liquid Cartridge directly. We do not ship pre-filled carts due to the strong possibility of leakage during in transit.

-

-

===ãã INFORMATION ãã===

Blended with our own proprietary PEG (PEG is used widely in the food & drug industry) for a Cool, Smooth Vapor Experience where you taste the extract not the liquid (unless you fry it!) Vaping is all about low temperture.

Our packaging and eLiquid products are Super Stealth.

You can safely vape infront of the your local enforcement in most cases, if you really wish! This is what we take with us to the city when shopping.

-

? Want to add your own flavors? Add your favorite eJuice blends to your taste. * Our •E-liquid Xê will only mix with PEG400 Based liquids due to the concentration.

Suitable for almost all Vape Juice units with a Ceramic Coil. Cotton Coils work for a short time but clog up the cotton fast and waste your liquid. A Cotton-wick cartridge is another good option.

Best consumed using a unit with low power, or with a regular device with good digital temperature control. Our liquids only require a little heat to create thick vapor. If you do it wrong youêll learn quickly.

Message us with questions :)
"

"1 x New Disposable Vape Pens, 0.25mg Distillate, No battery need",THETHCDOCTOR,concentrate,vape pen,cannabis,ESCROW,1, 2019-06-16,UK,worldwide,25.91,1pen,"Brand new to the market are these Cookies, 0.25mg THC Distillate vape pens. A disposable vape pen filled with the best Delta 9 95% THC and .084% CBD oil that goes into all The THC Doctors vape products and edibles. We import the RAW product from a distillery in California, we import the best Delta 9 THC Distillate that we have had the pleasure to come across, but we package here in the U.K. at THC HQ.

Our Delta 9 Distillate is the best of the best and pesticide free. Please check out our ratings and feedback across the markets.

No battery or charging needed!

1 PENS PER ORDER Minimum 1 pens per flavour per order

All Flavours are a mix of our THC Doctor Distillate and our Terpenes, specially designed straight from California and made from pure natural plant extracts.

Now Available in 16 different flavours

Do Is Dos, Skywalker OG, Grandaddy Purple, Jack Herer, White Widow, Strawberry Cough, Grape Ape, Wedding Cake, Blue Dream, Blueberry Kush, Zkittlez Terps, Pineapple Express, Girl Scout Cookies, Sour Diesel, Super Lemon Haze, Gelato Terps).

PLEASE NOTE THERE IS A FLAVOUR PER PEN MINIMUM FOR THIS ORDER
"

"10 x New Disposable Vape Pens, 0.25mg Distillate, No battery",THETHCDOCTOR,concentrate,vape pen,cannabis,ESCROW,1, 2019-06-16,UK,worldwide,187.9,10 pen,"Brand new to the market are these Cookies, 0.25mg THC Distillate vape pens. A disposable vape pen filled with the best Delta 9 95% THC and .084% CBD oil that goes into all The THC Doctors vape products and edibles. We import the RAW product from a distillery in California, we import the best Delta 9 THC Distillate that we have had the pleasure to come across, but we package here in the U.K. at THC HQ.

Our Delta 9 Distillate is the best of the best and pesticide free. Please check out our ratings and feedback across the markets.

No battery or charging needed!

10 PENS PER ORDER Minimum 2 pens per flavour per order

All Flavours are a mix of our THC Doctor Distillate and our Terpenes, specially designed straight from California and made from pure natural plant extracts.

Now Available in 16 different flavours

Do Is Dos, Skywalker OG, Grandaddy Purple, Jack Herer, White Widow, Strawberry Cough, Grape Ape, Wedding Cake, Blue Dream, Blueberry Kush, Zkittlez Terps, Pineapple Express, Girl Scout Cookies, Sour Diesel, Super Lemon Haze, Gelato Terps).

PLEASE NOTE THERE IS A FLAVOUR PER PEN MINIMUM FOR THIS ORDER
"

"200 x New Disposable Vape Pens, 0.25mg Distillate, No battery",THETHCDOCTOR,concentrate,vape pen,cannabis,ESCROW,1, 2019-06-16,UK,worldwide,2656.6,200 pen,"BRAND NEW

New to the market are these Cookies, 0.25mg THC Distillate vape pens. A disposable vape pen filled with the best Delta 9 95% THC and .084% CBD oil that goes into all The THC Doctors vape products and edibles.

We source our RAW product from a licensed lab in California, who work closely with independent, artisan growers. We add NO MCT oil, Vitamin E or pesticides or any other substances to our THC apart from 12% plant derived organic terpenes. This is a natural plant based substance that will give each THC pen its flavor and smell
